BinCenter (ps);Histo01;Histo02;Histo03;Histo04
4000,5;8;575;0;0
4001,5;8;571;0;0
4002,5;6;612;0;0
4003,5;9;590;0;0
4004,5;3;563;0;0
4005,5;7;609;0;0
4006,5;8;596;0;0
4007,5;3;605;0;0
4008,5;7;575;0;0
4009,5;8;582;0;0
4010,5;4;560;0;0
4011,5;9;598;0;0
4012,5;10;577;0;0
4013,5;11;584;0;0
4014,5;9;584;0;0
4015,5;11;569;0;0
4016,5;4;570;0;0
4017,5;4;559;0;0
4018,5;7;600;0;0
4019,5;9;590;0;0
4020,5;14;531;0;0
4021,5;6;564;0;0
4022,5;5;549;0;0
4023,5;8;567;0;0
4024,5;4;549;0;0
4025,5;9;585;0;0
4026,5;7;584;0;0
4027,5;10;531;0;0
4028,5;5;594;0;0
4029,5;7;566;0;0
4030,5;10;582;0;0
4031,5;13;522;0;0
4032,5;6;601;0;0
4033,5;4;556;0;0
4034,5;6;570;0;0
4035,5;14;584;0;0
4036,5;5;594;0;0
4037,5;7;558;0;0
4038,5;6;510;0;0
4039,5;9;567;0;0
4040,5;14;610;0;0
4041,5;12;571;0;0
4042,5;9;559;0;0
4043,5;7;560;0;0
4044,5;10;566;0;0
4045,5;7;553;0;0
4046,5;5;585;0;0
4047,5;4;587;0;0
4048,5;6;570;0;0
4049,5;9;587;0;0
4050,5;10;562;0;0
4051,5;4;569;0;0
4052,5;9;571;0;0
4053,5;8;588;0;0
4054,5;3;575;0;0
4055,5;8;561;0;0
4056,5;6;513;0;0
4057,5;7;621;0;0
4058,5;5;555;0;0
4059,5;5;517;0;0
4060,5;6;575;0;0
4061,5;7;567;0;0
4062,5;7;538;0;0
4063,5;10;544;0;0
4064,5;8;556;0;0
4065,5;7;540;0;0
4066,5;7;535;0;0
4067,5;13;585;0;0
4068,5;5;561;0;0
4069,5;9;546;0;0
4070,5;8;557;0;0
4071,5;5;544;0;0
4072,5;5;579;0;0
4073,5;8;573;0;0
4074,5;5;504;0;0
4075,5;5;544;0;0
4076,5;6;546;0;0
4077,5;5;557;0;0
4078,5;10;561;0;0
4079,5;7;559;0;0
4080,5;12;547;0;0
4081,5;8;519;0;0
4082,5;8;563;0;0
4083,5;5;577;0;0
4084,5;9;555;0;0
4085,5;4;539;0;0
4086,5;9;529;0;0
4087,5;11;519;0;0
4088,5;7;540;0;0
4089,5;5;550;0;0
4090,5;9;505;0;0
4091,5;5;536;0;0
4092,5;8;551;0;0
4093,5;7;547;0;0
4094,5;5;553;0;0
4095,5;3;579;0;0
4096,5;14;567;0;0
4097,5;7;525;0;0
4098,5;5;563;0;0
4099,5;14;536;0;0
4100,5;5;537;0;0
4101,5;5;533;0;0
4102,5;10;523;0;0
4103,5;7;503;0;0
4104,5;10;550;0;0
4105,5;12;544;0;0
4106,5;7;537;0;0
4107,5;6;550;0;0
4108,5;11;531;0;0
4109,5;6;574;0;0
4110,5;11;538;0;0
4111,5;6;520;0;0
4112,5;5;555;0;0
4113,5;10;545;0;0
4114,5;7;538;0;0
4115,5;4;562;0;0
4116,5;9;550;0;0
4117,5;11;538;0;0
4118,5;5;523;0;0
4119,5;5;543;0;0
4120,5;3;553;0;0
4121,5;5;566;0;0
4122,5;4;586;0;0
4123,5;7;559;0;0
4124,5;11;528;0;0
4125,5;7;561;0;0
4126,5;6;513;0;0
4127,5;7;494;0;0
4128,5;7;532;0;0
4129,5;9;483;0;0
4130,5;8;505;0;0
4131,5;8;528;0;0
4132,5;4;547;0;0
4133,5;5;532;0;0
4134,5;15;520;0;0
4135,5;11;560;0;0
4136,5;6;534;0;0
4137,5;4;539;0;0
4138,5;7;520;0;0
4139,5;5;529;0;0
4140,5;11;500;0;0
4141,5;7;523;0;0
4142,5;8;534;0;0
4143,5;8;520;0;0
4144,5;6;495;0;0
4145,5;5;498;0;0
4146,5;7;507;0;0
4147,5;6;523;0;0
4148,5;11;511;0;0
4149,5;7;541;0;0
4150,5;2;531;0;0
4151,5;7;545;0;0
4152,5;6;491;0;0
4153,5;6;517;0;0
4154,5;4;531;0;0
4155,5;8;494;0;0
4156,5;4;525;0;0
4157,5;6;518;0;0
4158,5;6;481;0;0
4159,5;7;517;0;0
4160,5;5;531;0;0
4161,5;5;530;0;0
4162,5;5;499;0;0
4163,5;6;526;0;0
4164,5;5;542;0;0
4165,5;5;488;0;0
4166,5;7;503;0;0
4167,5;3;525;0;0
4168,5;8;547;0;0
4169,5;6;517;0;0
4170,5;5;508;0;0
4171,5;7;525;0;0
4172,5;4;493;0;0
4173,5;4;507;0;0
4174,5;11;546;0;0
4175,5;8;535;0;0
4176,5;10;530;0;0
4177,5;7;511;0;0
4178,5;8;476;0;0
4179,5;7;514;0;0
4180,5;3;516;0;0
4181,5;6;497;0;0
4182,5;8;520;0;0
4183,5;3;474;0;0
4184,5;3;497;0;0
4185,5;9;514;0;0
4186,5;10;471;0;0
4187,5;11;505;0;0
4188,5;12;495;0;0
4189,5;12;455;0;0
4190,5;12;525;0;0
4191,5;5;484;0;0
4192,5;4;493;0;0
4193,5;7;481;0;0
4194,5;6;511;0;0
4195,5;7;499;0;0
4196,5;14;533;0;0
4197,5;6;468;0;0
4198,5;2;496;0;0
4199,5;5;521;0;0
4200,5;8;489;0;0
4201,5;8;468;0;0
4202,5;6;512;0;0
4203,5;8;499;0;0
4204,5;10;491;0;0
4205,5;4;484;0;0
4206,5;7;468;0;0
4207,5;6;480;0;0
4208,5;7;487;0;0
4209,5;9;497;0;0
4210,5;7;493;0;0
4211,5;5;470;0;0
4212,5;5;502;0;0
4213,5;3;462;0;0
4214,5;8;486;0;0
4215,5;4;467;0;0
4216,5;6;444;0;0
4217,5;3;508;0;0
4218,5;13;504;0;0
4219,5;2;463;0;0
4220,5;1;462;0;0
4221,5;9;435;0;0
4222,5;4;490;0;0
4223,5;12;453;0;0
4224,5;6;474;0;0
4225,5;4;485;0;0
4226,5;9;460;0;0
4227,5;6;514;0;0
4228,5;13;493;0;0
4229,5;8;503;0;0
4230,5;5;482;0;0
4231,5;7;462;0;0
4232,5;5;505;0;0
4233,5;12;510;0;0
4234,5;6;424;0;0
4235,5;5;492;0;0
4236,5;4;491;0;0
4237,5;2;475;0;0
4238,5;5;496;0;0
4239,5;7;518;0;0
4240,5;8;511;0;0
4241,5;4;495;0;0
4242,5;4;478;0;0
4243,5;5;500;0;0
4244,5;5;498;0;0
4245,5;11;470;0;0
4246,5;6;477;0;0
4247,5;7;480;0;0
4248,5;8;457;0;0
4249,5;4;527;0;0
4250,5;9;489;0;0
4251,5;4;473;0;0
4252,5;7;470;0;0
4253,5;6;470;0;0
4254,5;8;495;0;0
4255,5;11;486;0;0
4256,5;4;453;0;0
4257,5;9;499;0;0
4258,5;6;457;0;0
4259,5;2;452;0;0
4260,5;6;443;0;0
4261,5;5;461;0;0
4262,5;5;476;0;0
4263,5;8;433;0;0
4264,5;4;457;0;0
4265,5;3;495;0;0
4266,5;5;484;0;0
4267,5;8;515;0;0
4268,5;6;474;0;0
4269,5;6;471;0;0
4270,5;9;450;0;0
4271,5;4;440;0;0
4272,5;6;414;0;0
4273,5;11;436;0;0
4274,5;4;463;0;0
4275,5;3;477;0;0
4276,5;16;459;0;0
4277,5;2;501;0;0
4278,5;4;390;0;0
4279,5;7;430;0;0
4280,5;3;463;0;0
4281,5;6;451;0;0
4282,5;11;454;0;0
4283,5;7;485;0;0
4284,5;5;478;0;0
4285,5;4;467;0;0
4286,5;7;423;0;0
4287,5;9;434;0;0
4288,5;1;491;0;0
4289,5;4;472;0;0
4290,5;1;470;0;0
4291,5;4;487;0;0
4292,5;1;475;0;0
4293,5;12;437;0;0
4294,5;8;460;0;0
4295,5;5;419;0;0
4296,5;7;483;0;0
4297,5;8;457;0;0
4298,5;3;451;0;0
4299,5;5;473;0;0
4300,5;4;467;0;0
4301,5;5;496;0;0
4302,5;2;450;0;0
4303,5;3;458;0;0
4304,5;6;439;0;0
4305,5;4;434;0;0
4306,5;6;465;0;0
4307,5;3;481;0;0
4308,5;4;481;0;0
4309,5;8;450;0;0
4310,5;7;443;0;0
4311,5;4;431;0;0
4312,5;5;492;0;0
4313,5;5;445;0;0
4314,5;4;409;0;0
4315,5;8;457;0;0
4316,5;5;417;0;0
4317,5;5;437;0;0
4318,5;6;425;0;0
4319,5;4;450;0;0
4320,5;8;436;0;0
4321,5;5;457;0;0
4322,5;4;446;0;0
4323,5;3;482;0;0
4324,5;9;464;0;0
4325,5;7;471;0;0
4326,5;6;438;0;0
4327,5;4;419;0;0
4328,5;4;414;0;0
4329,5;8;406;0;0
4330,5;4;432;0;0
4331,5;7;452;0;0
4332,5;8;467;0;0
4333,5;6;444;0;0
4334,5;5;444;0;0
4335,5;7;460;0;0
4336,5;7;441;0;0
4337,5;3;444;0;0
4338,5;6;425;0;0
4339,5;5;427;0;0
4340,5;6;424;0;0
4341,5;4;420;0;0
4342,5;5;464;0;0
4343,5;5;444;0;0
4344,5;5;469;0;0
4345,5;4;459;0;0
4346,5;8;430;0;0
4347,5;4;464;0;0
4348,5;3;470;0;0
4349,5;3;406;0;0
4350,5;0;436;0;0
4351,5;4;474;0;0
4352,5;4;435;0;0
4353,5;4;447;0;0
4354,5;6;454;0;0
4355,5;6;390;0;0
4356,5;2;454;0;0
4357,5;2;427;0;0
4358,5;2;448;0;0
4359,5;5;413;0;0
4360,5;8;418;0;0
4361,5;6;440;0;0
4362,5;6;465;0;0
4363,5;6;443;0;0
4364,5;5;419;0;0
4365,5;5;423;0;0
4366,5;5;407;0;0
4367,5;5;464;0;0
4368,5;9;432;0;0
4369,5;7;443;0;0
4370,5;1;453;0;0
4371,5;13;457;0;0
4372,5;3;422;0;0
4373,5;10;397;0;0
4374,5;4;419;0;0
4375,5;6;422;0;0
4376,5;10;462;0;0
4377,5;1;415;0;0
4378,5;4;398;0;0
4379,5;8;396;0;0
4380,5;7;426;0;0
4381,5;2;386;0;0
4382,5;5;392;0;0
4383,5;3;402;0;0
4384,5;8;378;0;0
4385,5;6;367;0;0
4386,5;7;404;0;0
4387,5;3;436;0;0
4388,5;5;437;0;0
4389,5;1;416;0;0
4390,5;6;413;0;0
4391,5;7;395;0;0
4392,5;8;440;0;0
4393,5;5;454;0;0
4394,5;8;431;0;0
4395,5;5;429;0;0
4396,5;5;394;0;0
4397,5;5;404;0;0
4398,5;6;356;0;0
4399,5;2;417;0;0
4400,5;5;426;0;0
4401,5;7;439;0;0
4402,5;3;408;0;0
4403,5;4;396;0;0
4404,5;5;387;0;0
4405,5;5;448;0;0
4406,5;6;420;0;0
4407,5;3;430;0;0
4408,5;2;415;0;0
4409,5;3;430;0;0
4410,5;8;411;0;0
4411,5;1;430;0;0
4412,5;5;437;0;0
4413,5;5;407;0;0
4414,5;2;448;0;0
4415,5;3;430;0;0
4416,5;5;409;0;0
4417,5;5;402;0;0
4418,5;5;368;0;0
4419,5;5;391;0;0
4420,5;5;377;0;0
4421,5;6;422;0;0
4422,5;5;389;0;0
4423,5;3;436;0;0
4424,5;8;383;0;0
4425,5;3;426;0;0
4426,5;1;371;0;0
4427,5;6;438;0;0
4428,5;5;411;0;0
4429,5;4;416;0;0
4430,5;4;394;0;0
4431,5;5;406;0;0
4432,5;5;407;0;0
4433,5;8;383;0;0
4434,5;4;439;0;0
4435,5;4;402;0;0
4436,5;1;407;0;0
4437,5;8;390;0;0
4438,5;6;423;0;0
4439,5;8;418;0;0
4440,5;1;376;0;0
4441,5;3;409;0;0
4442,5;2;406;0;0
4443,5;3;391;0;0
4444,5;8;400;0;0
4445,5;6;388;0;0
4446,5;5;389;0;0
4447,5;5;407;0;0
4448,5;6;389;0;0
4449,5;6;381;0;0
4450,5;3;412;0;0
4451,5;10;391;0;0
4452,5;8;396;0;0
4453,5;1;411;0;0
4454,5;3;414;0;0
4455,5;11;447;0;0
4456,5;5;407;0;0
4457,5;7;394;0;0
4458,5;2;408;0;0
4459,5;4;381;0;0
4460,5;4;363;0;0
4461,5;4;423;0;0
4462,5;4;391;0;0
4463,5;6;379;0;0
4464,5;3;362;0;0
4465,5;5;378;0;0
4466,5;5;367;0;0
4467,5;2;432;0;0
4468,5;6;419;0;0
4469,5;6;394;0;0
4470,5;9;350;0;0
4471,5;5;383;0;0
4472,5;4;388;0;0
4473,5;1;403;0;0
4474,5;4;344;0;0
4475,5;5;409;0;0
4476,5;7;383;0;0
4477,5;5;388;0;0
4478,5;2;369;0;0
4479,5;4;396;0;0
4480,5;4;372;0;0
4481,5;8;399;0;0
4482,5;5;338;0;0
4483,5;2;385;0;0
4484,5;3;410;0;0
4485,5;4;387;0;0
4486,5;6;399;0;0
4487,5;4;379;0;0
4488,5;3;390;0;0
4489,5;3;385;0;0
4490,5;6;372;0;0
4491,5;3;385;0;0
4492,5;3;354;0;0
4493,5;7;409;0;0
4494,5;5;423;0;0
4495,5;3;398;0;0
4496,5;5;392;0;0
4497,5;3;375;0;0
4498,5;4;372;0;0
4499,5;7;375;0;0
4500,5;8;442;0;0
4501,5;2;398;0;0
4502,5;8;392;0;0
4503,5;5;355;0;0
4504,5;9;387;0;0
4505,5;5;393;0;0
4506,5;4;342;0;0
4507,5;1;375;0;0
4508,5;6;358;0;0
4509,5;3;350;0;0
4510,5;3;389;0;0
4511,5;1;363;0;0
4512,5;3;374;0;0
4513,5;3;368;0;0
4514,5;5;384;0;0
4515,5;4;372;0;0
4516,5;5;370;0;0
4517,5;5;417;0;0
4518,5;4;397;0;0
4519,5;2;392;0;0
4520,5;4;361;0;0
4521,5;2;408;0;0
4522,5;7;352;0;0
4523,5;6;353;0;0
4524,5;8;371;0;0
4525,5;5;376;0;0
4526,5;4;394;0;0
4527,5;6;405;0;0
4528,5;4;378;0;0
4529,5;4;358;0;0
4530,5;3;359;0;0
4531,5;4;350;0;0
4532,5;5;362;0;0
4533,5;2;371;0;0
4534,5;6;351;0;0
4535,5;5;364;0;0
4536,5;5;342;0;0
4537,5;5;385;0;0
4538,5;7;379;0;0
4539,5;2;362;0;0
4540,5;4;354;0;0
4541,5;2;368;0;0
4542,5;6;396;0;0
4543,5;6;367;0;0
4544,5;3;379;0;0
4545,5;5;350;0;0
4546,5;6;379;0;0
4547,5;5;389;0;0
4548,5;4;360;0;0
4549,5;3;397;0;0
4550,5;3;363;0;0
4551,5;6;365;0;0
4552,5;6;376;0;0
4553,5;5;369;0;0
4554,5;6;354;0;0
4555,5;6;350;0;0
4556,5;2;365;0;0
4557,5;4;356;0;0
4558,5;7;344;0;0
4559,5;5;365;0;0
4560,5;4;348;0;0
4561,5;3;383;0;0
4562,5;3;357;0;0
4563,5;1;371;0;0
4564,5;7;372;0;0
4565,5;4;362;0;0
4566,5;6;385;0;0
4567,5;3;376;0;0
4568,5;5;342;0;0
4569,5;3;401;0;0
4570,5;5;373;0;0
4571,5;2;376;0;0
4572,5;2;392;0;0
4573,5;8;360;0;0
4574,5;9;359;0;0
4575,5;1;336;0;0
4576,5;2;323;0;0
4577,5;5;362;0;0
4578,5;2;372;0;0
4579,5;3;355;0;0
4580,5;7;357;0;0
4581,5;1;385;0;0
4582,5;3;366;0;0
4583,5;5;373;0;0
4584,5;5;347;0;0
4585,5;3;355;0;0
4586,5;4;359;0;0
4587,5;6;329;0;0
4588,5;6;325;0;0
4589,5;4;396;0;0
4590,5;4;368;0;0
4591,5;6;340;0;0
4592,5;1;349;0;0
4593,5;8;412;0;0
4594,5;6;361;0;0
4595,5;3;345;0;0
4596,5;4;337;0;0
4597,5;5;379;0;0
4598,5;2;343;0;0
4599,5;4;359;0;0
4600,5;4;363;0;0
4601,5;5;310;0;0
4602,5;3;331;0;0
4603,5;3;316;0;0
4604,5;6;344;0;0
4605,5;7;353;0;0
4606,5;3;317;0;0
4607,5;2;350;0;0
4608,5;3;371;0;0
4609,5;2;332;0;0
4610,5;0;370;0;0
4611,5;6;341;0;0
4612,5;1;344;0;0
4613,5;1;341;0;0
4614,5;8;346;0;0
4615,5;2;384;0;0
4616,5;1;332;0;0
4617,5;5;368;0;0
4618,5;5;333;0;0
4619,5;3;348;0;0
4620,5;1;343;0;0
4621,5;5;322;0;0
4622,5;6;369;0;0
4623,5;6;325;0;0
4624,5;6;345;0;0
4625,5;3;356;0;0
4626,5;3;321;0;0
4627,5;1;340;0;0
4628,5;2;368;0;0
4629,5;6;347;0;0
4630,5;0;341;0;0
4631,5;6;332;0;0
4632,5;8;375;0;0
4633,5;3;308;0;0
4634,5;4;313;0;0
4635,5;4;322;0;0
4636,5;1;350;0;0
4637,5;2;331;0;0
4638,5;2;343;0;0
4639,5;6;340;0;0
4640,5;1;337;0;0
4641,5;3;353;0;0
4642,5;5;341;0;0
4643,5;6;373;0;0
4644,5;4;307;0;0
4645,5;7;276;0;0
4646,5;4;310;0;0
4647,5;4;339;0;0
4648,5;3;341;0;0
4649,5;3;347;0;0
4650,5;5;357;0;0
4651,5;7;348;0;0
4652,5;2;336;0;0
4653,5;6;336;0;0
4654,5;3;312;0;0
4655,5;3;364;0;0
4656,5;3;348;0;0
4657,5;3;309;0;0
4658,5;2;359;0;0
4659,5;4;353;0;0
4660,5;3;339;0;0
4661,5;6;339;0;0
4662,5;1;295;0;0
4663,5;5;318;0;0
4664,5;5;345;0;0
4665,5;2;334;0;0
4666,5;4;313;0;0
4667,5;2;350;0;0
4668,5;2;317;0;0
4669,5;4;339;0;0
4670,5;3;296;0;0
4671,5;6;304;0;0
4672,5;3;328;0;0
4673,5;2;340;0;0
4674,5;5;350;0;0
4675,5;0;295;0;0
4676,5;2;328;0;0
4677,5;0;317;0;0
4678,5;1;298;0;0
4679,5;2;328;0;0
4680,5;1;329;0;0
4681,5;3;311;0;0
4682,5;3;328;0;0
4683,5;2;313;0;0
4684,5;1;307;0;0
4685,5;2;299;0;0
4686,5;0;326;0;0
4687,5;3;315;0;0
4688,5;7;308;0;0
4689,5;4;347;0;0
4690,5;3;342;0;0
4691,5;4;329;0;0
4692,5;2;321;0;0
4693,5;2;354;0;0
4694,5;5;337;0;0
4695,5;4;329;0;0
4696,5;3;343;0;0
4697,5;3;334;0;0
4698,5;5;354;0;0
4699,5;1;321;0;0
4700,5;5;305;0;0
4701,5;0;324;0;0
4702,5;2;311;0;0
4703,5;1;334;0;0
4704,5;5;311;0;0
4705,5;5;301;0;0
4706,5;5;292;0;0
4707,5;2;357;0;0
4708,5;4;330;0;0
4709,5;2;311;0;0
4710,5;5;315;0;0
4711,5;3;323;0;0
4712,5;5;351;0;0
4713,5;6;314;0;0
4714,5;6;334;0;0
4715,5;3;319;0;0
4716,5;6;327;0;0
4717,5;4;338;0;0
4718,5;1;346;0;0
4719,5;0;329;0;0
4720,5;6;308;0;0
4721,5;3;297;0;0
4722,5;2;313;0;0
4723,5;3;317;0;0
4724,5;5;321;0;0
4725,5;5;318;0;0
4726,5;3;317;0;0
4727,5;1;298;0;0
4728,5;3;322;0;0
4729,5;6;340;0;0
4730,5;3;304;0;0
4731,5;0;300;0;0
4732,5;7;354;0;0
4733,5;4;333;0;0
4734,5;5;309;0;0
4735,5;4;305;0;0
4736,5;7;322;0;0
4737,5;8;322;0;0
4738,5;1;354;0;0
4739,5;4;319;0;0
4740,5;5;331;0;0
4741,5;3;306;0;0
4742,5;3;336;0;0
4743,5;3;277;0;0
4744,5;4;296;0;0
4745,5;7;331;0;0
4746,5;3;295;0;0
4747,5;5;332;0;0
4748,5;6;293;0;0
4749,5;5;327;0;0
4750,5;3;316;0;0
4751,5;1;317;0;0
4752,5;4;298;0;0
4753,5;2;298;0;0
4754,5;2;308;0;0
4755,5;2;336;0;0
4756,5;3;329;0;0
4757,5;7;327;0;0
4758,5;2;278;0;0
4759,5;3;304;0;0
4760,5;4;318;0;0
4761,5;3;320;0;0
4762,5;4;314;0;0
4763,5;2;323;0;0
4764,5;3;302;0;0
4765,5;7;335;0;0
4766,5;1;310;0;0
4767,5;4;304;0;0
4768,5;3;323;0;0
4769,5;2;312;0;0
4770,5;2;299;0;0
4771,5;2;313;0;0
4772,5;4;262;0;0
4773,5;1;324;0;0
4774,5;2;298;0;0
4775,5;2;295;0;0
4776,5;4;311;0;0
4777,5;2;337;0;0
4778,5;4;326;0;0
4779,5;2;309;0;0
4780,5;6;315;0;0
4781,5;3;314;0;0
4782,5;3;291;0;0
4783,5;3;300;0;0
4784,5;2;304;0;0
4785,5;3;312;0;0
4786,5;2;285;0;0
4787,5;1;303;0;0
4788,5;6;298;0;0
4789,5;4;304;0;0
4790,5;2;289;0;0
4791,5;5;293;0;0
4792,5;2;325;0;0
4793,5;4;309;0;0
4794,5;1;311;0;0
4795,5;6;297;0;0
4796,5;6;287;0;0
4797,5;1;319;0;0
4798,5;2;314;0;0
4799,5;3;323;0;0
4800,5;2;304;0;0
4801,5;1;319;0;0
4802,5;3;263;0;0
4803,5;2;341;0;0
4804,5;1;320;0;0
4805,5;3;301;0;0
4806,5;4;272;0;0
4807,5;4;316;0;0
4808,5;3;303;0;0
4809,5;5;305;0;0
4810,5;6;314;0;0
4811,5;6;287;0;0
4812,5;4;291;0;0
4813,5;2;296;0;0
4814,5;4;270;0;0
4815,5;3;290;0;0
4816,5;5;285;0;0
4817,5;8;294;0;0
4818,5;3;290;0;0
4819,5;2;307;0;0
4820,5;4;299;0;0
4821,5;7;351;0;0
4822,5;3;336;0;0
4823,5;3;276;0;0
4824,5;2;275;0;0
4825,5;5;301;0;0
4826,5;3;310;0;0
4827,5;5;239;0;0
4828,5;2;302;0;0
4829,5;2;278;0;0
4830,5;2;302;0;0
4831,5;2;277;0;0
4832,5;3;281;0;0
4833,5;1;289;0;0
4834,5;1;279;0;0
4835,5;7;329;0;0
4836,5;2;311;0;0
4837,5;2;309;0;0
4838,5;6;269;0;0
4839,5;5;299;0;0
4840,5;7;284;0;0
4841,5;2;284;0;0
4842,5;4;296;0;0
4843,5;4;260;0;0
4844,5;1;315;0;0
4845,5;3;273;0;0
4846,5;3;290;0;0
4847,5;4;282;0;0
4848,5;1;282;0;0
4849,5;7;287;0;0
4850,5;1;266;0;0
4851,5;4;296;0;0
4852,5;1;284;0;0
4853,5;4;310;0;0
4854,5;2;284;0;0
4855,5;2;279;0;0
4856,5;4;283;0;0
4857,5;0;292;0;0
4858,5;4;274;0;0
4859,5;7;281;0;0
4860,5;4;293;0;0
4861,5;1;293;0;0
4862,5;2;268;0;0
4863,5;4;291;0;0
4864,5;5;302;0;0
4865,5;5;264;0;0
4866,5;4;305;0;0
4867,5;4;264;0;0
4868,5;6;290;0;0
4869,5;3;284;0;0
4870,5;2;280;0;0
4871,5;2;279;0;0
4872,5;3;304;0;0
4873,5;6;279;0;0
4874,5;5;250;0;0
4875,5;4;256;0;0
4876,5;5;306;0;0
4877,5;10;272;0;0
4878,5;1;264;0;0
4879,5;4;267;0;0
4880,5;5;302;0;0
4881,5;2;275;0;0
4882,5;5;273;0;0
4883,5;2;275;0;0
4884,5;1;261;0;0
4885,5;3;302;0;0
4886,5;3;287;0;0
4887,5;4;286;0;0
4888,5;5;276;0;0
4889,5;5;292;0;0
4890,5;1;289;0;0
4891,5;7;264;0;0
4892,5;8;286;0;0
4893,5;4;292;0;0
4894,5;3;291;0;0
4895,5;5;290;0;0
4896,5;6;285;0;0
4897,5;2;263;0;0
4898,5;2;289;0;0
4899,5;1;255;0;0
4900,5;5;295;0;0
4901,5;3;250;0;0
4902,5;3;290;0;0
4903,5;7;283;0;0
4904,5;7;275;0;0
4905,5;2;299;0;0
4906,5;6;296;0;0
4907,5;3;274;0;0
4908,5;1;255;0;0
4909,5;3;297;0;0
4910,5;4;278;0;0
4911,5;5;274;0;0
4912,5;2;285;0;0
4913,5;4;285;0;0
4914,5;5;292;0;0
4915,5;5;274;0;0
4916,5;4;273;0;0
4917,5;4;268;0;0
4918,5;4;290;0;0
4919,5;3;269;0;0
4920,5;2;290;0;0
4921,5;6;278;0;0
4922,5;1;271;0;0
4923,5;7;295;0;0
4924,5;3;254;0;0
4925,5;4;295;0;0
4926,5;4;266;0;0
4927,5;3;257;0;0
4928,5;1;257;0;0
4929,5;2;279;0;0
4930,5;3;287;0;0
4931,5;2;277;0;0
4932,5;2;259;0;0
4933,5;4;272;0;0
4934,5;2;288;0;0
4935,5;2;279;0;0
4936,5;6;253;0;0
4937,5;6;267;0;0
4938,5;1;284;0;0
4939,5;4;265;0;0
4940,5;2;253;0;0
4941,5;4;286;0;0
4942,5;1;268;0;0
4943,5;2;281;0;0
4944,5;4;223;0;0
4945,5;4;257;0;0
4946,5;2;249;0;0
4947,5;5;271;0;0
4948,5;1;279;0;0
4949,5;3;255;0;0
4950,5;5;246;0;0
4951,5;3;268;0;0
4952,5;4;261;0;0
4953,5;3;280;0;0
4954,5;1;240;0;0
4955,5;0;253;0;0
4956,5;3;256;0;0
4957,5;3;226;0;0
4958,5;5;239;0;0
4959,5;4;274;0;0
4960,5;8;272;0;0
4961,5;3;278;0;0
4962,5;1;253;0;0
4963,5;4;266;0;0
4964,5;5;257;0;0
4965,5;2;261;0;0
4966,5;3;249;0;0
4967,5;7;258;0;0
4968,5;2;284;0;0
4969,5;3;244;0;0
4970,5;2;244;0;0
4971,5;2;265;0;0
4972,5;3;266;0;0
4973,5;6;257;0;0
4974,5;1;240;0;0
4975,5;1;255;0;0
4976,5;1;255;0;0
4977,5;5;255;0;0
4978,5;2;274;0;0
4979,5;3;288;0;0
4980,5;1;232;0;0
4981,5;3;260;0;0
4982,5;2;231;0;0
4983,5;6;257;0;0
4984,5;2;263;0;0
4985,5;6;269;0;0
4986,5;3;254;0;0
4987,5;0;251;0;0
4988,5;2;241;0;0
4989,5;5;228;0;0
4990,5;4;239;0;0
4991,5;3;239;0;0
4992,5;4;285;0;0
4993,5;3;262;0;0
4994,5;4;278;0;0
4995,5;3;247;0;0
4996,5;1;237;0;0
4997,5;4;264;0;0
4998,5;6;277;0;0
4999,5;1;268;0;0
5000,5;1;239;0;0
5001,5;3;213;0;0
5002,5;4;269;0;0
5003,5;2;232;0;0
5004,5;4;246;0;0
5005,5;4;259;0;0
5006,5;1;265;0;0
5007,5;2;283;0;0
5008,5;5;240;0;0
5009,5;2;254;0;0
5010,5;3;278;0;0
5011,5;5;253;0;0
5012,5;6;283;0;0
5013,5;4;261;0;0
5014,5;1;231;0;0
5015,5;3;243;0;0
5016,5;2;241;0;0
5017,5;4;265;0;0
5018,5;1;213;0;0
5019,5;3;260;0;0
5020,5;2;248;0;0
5021,5;2;262;0;0
5022,5;5;257;0;0
5023,5;4;267;0;0
5024,5;4;275;0;0
5025,5;2;238;0;0
5026,5;4;250;0;0
5027,5;3;214;0;0
5028,5;3;260;0;0
5029,5;5;258;0;0
5030,5;6;255;0;0
5031,5;4;249;0;0
5032,5;4;242;0;0
5033,5;2;252;0;0
5034,5;3;238;0;0
5035,5;0;251;0;0
5036,5;2;264;0;0
5037,5;3;235;0;0
5038,5;4;256;0;0
5039,5;3;244;0;0
5040,5;4;268;0;0
5041,5;2;238;0;0
5042,5;1;270;0;0
5043,5;2;263;0;0
5044,5;5;254;0;0
5045,5;1;234;0;0
5046,5;2;248;0;0
5047,5;7;231;0;0
5048,5;0;216;0;0
5049,5;2;229;0;0
5050,5;4;229;0;0
5051,5;2;276;0;0
5052,5;4;254;0;0
5053,5;4;264;0;0
5054,5;3;266;0;0
5055,5;3;250;0;0
5056,5;3;251;0;0
5057,5;4;261;0;0
5058,5;0;225;0;0
5059,5;3;227;0;0
5060,5;2;239;0;0
5061,5;3;243;0;0
5062,5;4;270;0;0
5063,5;0;236;0;0
5064,5;2;233;0;0
5065,5;2;254;0;0
5066,5;1;236;0;0
5067,5;2;244;0;0
5068,5;1;229;0;0
5069,5;6;205;0;0
5070,5;2;240;0;0
5071,5;5;242;0;0
5072,5;5;250;0;0
5073,5;4;241;0;0
