BinCenter (ps);Histo01;Histo02;Histo03;Histo04
118,5;5;21266;0;0
119,5;4;21599;0;0
120,5;5;21429;0;0
121,5;7;21521;0;0
122,5;6;21430;0;0
123,5;8;21317;0;0
124,5;7;21218;0;0
125,5;5;21215;0;0
126,5;7;21400;0;0
127,5;6;21165;0;0
128,5;12;20974;0;0
129,5;11;21089;0;0
130,5;8;21113;0;0
131,5;5;20962;0;0
132,5;7;21141;0;0
133,5;4;21046;0;0
134,5;6;21070;0;0
135,5;4;21003;0;0
136,5;11;20644;0;0
137,5;10;20923;0;0
138,5;7;20739;0;0
139,5;6;20948;0;0
140,5;5;20892;0;0
141,5;5;21072;0;0
142,5;4;20790;0;0
143,5;3;20794;0;0
144,5;5;20708;0;0
145,5;9;20619;0;0
146,5;12;20918;0;0
147,5;8;20671;0;0
148,5;10;21018;0;0
149,5;10;20748;0;0
150,5;5;20690;0;0
151,5;6;20820;0;0
152,5;10;20549;0;0
153,5;11;20931;0;0
154,5;7;20823;0;0
155,5;8;20719;0;0
156,5;9;20753;0;0
157,5;8;20545;0;0
158,5;8;20521;0;0
159,5;8;20432;0;0
160,5;10;20511;0;0
161,5;6;20362;0;0
162,5;5;20300;0;0
163,5;5;20571;0;0
164,5;4;20426;0;0
165,5;8;20307;0;0
166,5;7;20528;0;0
167,5;6;20500;0;0
168,5;8;20097;0;0
169,5;8;20487;0;0
170,5;8;20363;0;0
171,5;2;20575;0;0
172,5;6;20274;0;0
173,5;5;20200;0;0
174,5;7;20041;0;0
175,5;8;20250;0;0
176,5;4;20508;0;0
177,5;8;19916;0;0
178,5;10;19872;0;0
179,5;3;19921;0;0
180,5;5;20051;0;0
181,5;3;19987;0;0
182,5;9;19945;0;0
183,5;2;20027;0;0
184,5;5;19915;0;0
185,5;4;20068;0;0
186,5;6;20128;0;0
187,5;6;19752;0;0
188,5;9;19687;0;0
189,5;7;19982;0;0
190,5;8;20071;0;0
191,5;10;19685;0;0
192,5;10;20039;0;0
193,5;2;20187;0;0
194,5;5;19722;0;0
195,5;6;19823;0;0
196,5;7;19768;0;0
197,5;6;19867;0;0
198,5;4;19555;0;0
199,5;7;19557;0;0
200,5;4;19736;0;0
201,5;4;19655;0;0
202,5;2;19815;0;0
203,5;8;19777;0;0
204,5;9;19718;0;0
205,5;6;19668;0;0
206,5;5;19625;0;0
207,5;9;19324;0;0
208,5;8;19414;0;0
209,5;9;19517;0;0
210,5;4;19493;0;0
211,5;6;19447;0;0
212,5;5;19316;0;0
213,5;5;19306;0;0
214,5;5;19475;0;0
215,5;12;19163;0;0
216,5;7;19540;0;0
217,5;11;19166;0;0
218,5;4;19149;0;0
219,5;7;19487;0;0
220,5;9;19395;0;0
221,5;5;19396;0;0
222,5;8;19333;0;0
223,5;5;19150;0;0
224,5;7;19192;0;0
225,5;4;19116;0;0
226,5;8;19308;0;0
227,5;5;19244;0;0
228,5;4;19184;0;0
229,5;5;19084;0;0
230,5;6;19103;0;0
231,5;5;19202;0;0
232,5;8;19011;0;0
233,5;6;19233;0;0
234,5;10;18860;0;0
235,5;3;19156;0;0
236,5;9;18927;0;0
237,5;2;18911;0;0
238,5;3;19052;0;0
239,5;8;18962;0;0
240,5;7;19158;0;0
241,5;6;18835;0;0
242,5;7;18977;0;0
243,5;12;18905;0;0
244,5;6;19036;0;0
245,5;7;18959;0;0
246,5;8;18942;0;0
247,5;11;19024;0;0
248,5;3;18529;0;0
249,5;6;18887;0;0
250,5;11;18735;0;0
251,5;8;18787;0;0
252,5;7;18654;0;0
253,5;9;18523;0;0
254,5;5;18808;0;0
255,5;8;18516;0;0
256,5;5;18751;0;0
257,5;7;18702;0;0
258,5;4;18723;0;0
259,5;5;18572;0;0
260,5;10;18607;0;0
261,5;9;18372;0;0
262,5;9;18233;0;0
263,5;8;18549;0;0
264,5;5;18287;0;0
265,5;8;18652;0;0
266,5;4;18419;0;0
267,5;7;18437;0;0
268,5;7;18545;0;0
269,5;7;18428;0;0
270,5;8;18719;0;0
271,5;6;18514;0;0
272,5;5;18348;0;0
273,5;6;18430;0;0
274,5;7;18331;0;0
275,5;7;18252;0;0
276,5;6;18300;0;0
277,5;9;18478;0;0
278,5;4;18132;0;0
279,5;4;18261;0;0
280,5;5;18086;0;0
281,5;4;18076;0;0
282,5;6;17931;0;0
283,5;5;18234;0;0
284,5;7;18184;0;0
285,5;9;18088;0;0
286,5;7;18028;0;0
287,5;7;18143;0;0
288,5;7;18503;0;0
289,5;8;18088;0;0
290,5;6;18022;0;0
291,5;3;17993;0;0
292,5;4;18099;0;0
293,5;6;18046;0;0
294,5;3;17949;0;0
295,5;3;17917;0;0
296,5;7;17730;0;0
297,5;6;18132;0;0
298,5;3;17870;0;0
299,5;5;17968;0;0
300,5;11;17945;0;0
301,5;4;17899;0;0
302,5;7;17912;0;0
303,5;9;18095;0;0
304,5;8;17618;0;0
305,5;5;17777;0;0
306,5;8;17759;0;0
307,5;6;17715;0;0
308,5;9;17757;0;0
309,5;6;17845;0;0
310,5;4;17531;0;0
311,5;7;17776;0;0
312,5;7;17519;0;0
313,5;5;17559;0;0
314,5;5;17827;0;0
315,5;6;17775;0;0
316,5;7;17549;0;0
317,5;7;17776;0;0
318,5;4;17512;0;0
319,5;4;17840;0;0
320,5;8;17287;0;0
321,5;9;17685;0;0
322,5;4;17324;0;0
323,5;5;17427;0;0
324,5;5;17491;0;0
325,5;7;17441;0;0
326,5;4;17582;0;0
327,5;2;17594;0;0
328,5;6;17287;0;0
329,5;10;17422;0;0
330,5;7;17279;0;0
331,5;8;17300;0;0
332,5;10;17305;0;0
333,5;6;17639;0;0
334,5;9;17298;0;0
335,5;8;17386;0;0
336,5;6;17392;0;0
337,5;8;17231;0;0
338,5;3;17572;0;0
339,5;8;17207;0;0
340,5;9;17452;0;0
341,5;6;17096;0;0
342,5;6;17198;0;0
343,5;7;17109;0;0
344,5;10;17209;0;0
345,5;3;17154;0;0
346,5;7;17242;0;0
347,5;8;17122;0;0
348,5;5;17121;0;0
349,5;5;16968;0;0
350,5;7;17172;0;0
351,5;3;17370;0;0
352,5;4;17027;0;0
353,5;9;17086;0;0
354,5;7;16944;0;0
355,5;8;16879;0;0
356,5;10;16834;0;0
357,5;9;17105;0;0
358,5;7;16937;0;0
359,5;3;16971;0;0
360,5;8;17099;0;0
361,5;9;17111;0;0
362,5;4;16728;0;0
363,5;12;16941;0;0
364,5;8;17033;0;0
365,5;4;16946;0;0
366,5;8;16688;0;0
367,5;5;16830;0;0
368,5;9;17002;0;0
369,5;7;16902;0;0
370,5;6;16724;0;0
371,5;10;16524;0;0
372,5;9;16696;0;0
373,5;8;16892;0;0
374,5;6;16816;0;0
375,5;6;16731;0;0
376,5;5;16579;0;0
377,5;11;16610;0;0
378,5;5;16638;0;0
379,5;6;16825;0;0
380,5;4;16595;0;0
381,5;8;16624;0;0
382,5;8;16580;0;0
383,5;6;16448;0;0
384,5;5;16687;0;0
385,5;6;16582;0;0
386,5;7;16464;0;0
387,5;4;16371;0;0
388,5;5;16495;0;0
389,5;6;16442;0;0
390,5;6;16270;0;0
391,5;4;16459;0;0
392,5;5;16520;0;0
393,5;8;16272;0;0
394,5;2;16540;0;0
395,5;3;16441;0;0
396,5;12;16166;0;0
397,5;7;16656;0;0
398,5;11;16439;0;0
399,5;5;16434;0;0
400,5;4;16265;0;0
401,5;6;16292;0;0
402,5;9;16653;0;0
403,5;11;16189;0;0
404,5;9;16041;0;0
405,5;4;16349;0;0
406,5;8;16063;0;0
407,5;9;16102;0;0
408,5;4;16194;0;0
409,5;7;16238;0;0
410,5;4;16200;0;0
411,5;8;15990;0;0
412,5;7;16237;0;0
413,5;11;16230;0;0
414,5;11;16124;0;0
415,5;13;16067;0;0
416,5;5;16294;0;0
417,5;3;15944;0;0
418,5;10;16143;0;0
419,5;8;16174;0;0
420,5;6;16097;0;0
421,5;6;16128;0;0
422,5;7;16136;0;0
423,5;5;15749;0;0
424,5;6;15941;0;0
425,5;7;15906;0;0
426,5;5;15770;0;0
427,5;6;16105;0;0
428,5;4;15879;0;0
429,5;7;15874;0;0
430,5;11;16110;0;0
431,5;7;15823;0;0
432,5;9;15805;0;0
433,5;2;15799;0;0
434,5;4;16165;0;0
435,5;4;15728;0;0
436,5;8;15768;0;0
437,5;9;15834;0;0
438,5;8;15862;0;0
439,5;4;15899;0;0
440,5;7;15795;0;0
441,5;9;15848;0;0
442,5;9;15565;0;0
443,5;10;15722;0;0
444,5;11;15652;0;0
445,5;4;15772;0;0
446,5;7;15593;0;0
447,5;5;15687;0;0
448,5;11;15650;0;0
449,5;10;15641;0;0
450,5;5;15552;0;0
451,5;5;15466;0;0
452,5;5;15426;0;0
453,5;5;15865;0;0
454,5;7;15417;0;0
455,5;6;15467;0;0
456,5;10;15615;0;0
457,5;8;15367;0;0
458,5;3;15409;0;0
459,5;1;15551;0;0
460,5;3;15583;0;0
461,5;5;15408;0;0
462,5;6;15481;0;0
463,5;9;15400;0;0
464,5;7;15449;0;0
465,5;6;15365;0;0
466,5;9;15420;0;0
467,5;10;15518;0;0
468,5;7;15415;0;0
469,5;6;15360;0;0
470,5;4;15450;0;0
471,5;4;15364;0;0
472,5;10;15092;0;0
473,5;5;15336;0;0
474,5;5;15269;0;0
475,5;6;15150;0;0
476,5;4;15020;0;0
477,5;5;15078;0;0
478,5;6;15221;0;0
479,5;9;15048;0;0
480,5;4;15310;0;0
481,5;8;15373;0;0
482,5;8;15142;0;0
483,5;8;15244;0;0
484,5;9;15053;0;0
485,5;11;15116;0;0
486,5;4;15058;0;0
487,5;4;15033;0;0
488,5;9;15101;0;0
489,5;8;15165;0;0
490,5;10;15217;0;0
491,5;5;14940;0;0
492,5;5;15098;0;0
493,5;6;15020;0;0
494,5;6;15017;0;0
495,5;3;14969;0;0
496,5;8;15217;0;0
497,5;9;15191;0;0
498,5;6;14975;0;0
499,5;12;15295;0;0
500,5;8;15007;0;0
501,5;3;14702;0;0
502,5;8;15031;0;0
503,5;5;15051;0;0
504,5;10;14975;0;0
505,5;5;14631;0;0
506,5;6;15002;0;0
507,5;10;14615;0;0
508,5;4;14714;0;0
509,5;7;14693;0;0
510,5;4;14741;0;0
511,5;5;14738;0;0
512,5;7;14749;0;0
513,5;8;14798;0;0
514,5;4;14867;0;0
515,5;6;14724;0;0
516,5;7;14639;0;0
517,5;8;14779;0;0
518,5;7;14635;0;0
519,5;7;14465;0;0
520,5;4;14780;0;0
521,5;6;14550;0;0
522,5;7;14339;0;0
523,5;11;14716;0;0
524,5;6;14850;0;0
525,5;7;14708;0;0
526,5;7;14601;0;0
527,5;11;14635;0;0
528,5;9;14541;0;0
529,5;9;14624;0;0
530,5;11;14410;0;0
531,5;5;14556;0;0
532,5;13;14556;0;0
533,5;8;14631;0;0
534,5;11;14472;0;0
535,5;10;14571;0;0
536,5;4;14268;0;0
537,5;9;14689;0;0
538,5;9;14516;0;0
539,5;4;14433;0;0
540,5;6;14514;0;0
541,5;6;14463;0;0
542,5;10;14321;0;0
543,5;5;14527;0;0
544,5;4;14382;0;0
545,5;9;14395;0;0
546,5;3;14413;0;0
547,5;9;14368;0;0
548,5;5;14319;0;0
549,5;10;14398;0;0
550,5;4;14354;0;0
551,5;6;14326;0;0
552,5;8;14302;0;0
553,5;4;14409;0;0
554,5;6;14414;0;0
555,5;5;14338;0;0
556,5;11;14160;0;0
557,5;9;14239;0;0
558,5;7;14197;0;0
559,5;13;14128;0;0
560,5;3;14516;0;0
561,5;7;14122;0;0
562,5;12;14216;0;0
563,5;9;14245;0;0
564,5;10;13921;0;0
565,5;5;14263;0;0
566,5;2;14156;0;0
567,5;9;14145;0;0
568,5;6;14122;0;0
569,5;5;14067;0;0
570,5;8;14223;0;0
571,5;3;13952;0;0
572,5;8;14147;0;0
573,5;6;14031;0;0
574,5;5;14246;0;0
575,5;6;14026;0;0
576,5;4;14062;0;0
577,5;7;14080;0;0
578,5;8;13924;0;0
579,5;7;14045;0;0
580,5;11;14145;0;0
581,5;4;13771;0;0
582,5;7;13934;0;0
583,5;4;13637;0;0
584,5;2;13676;0;0
585,5;6;13901;0;0
586,5;9;13799;0;0
587,5;5;13757;0;0
588,5;8;13749;0;0
589,5;8;13875;0;0
590,5;7;13848;0;0
591,5;4;13784;0;0
592,5;8;13959;0;0
593,5;10;13844;0;0
594,5;5;13674;0;0
595,5;4;13851;0;0
596,5;9;13811;0;0
597,5;8;13537;0;0
598,5;8;13853;0;0
599,5;7;13813;0;0
600,5;9;13839;0;0
601,5;8;13731;0;0
602,5;4;13812;0;0
603,5;3;13984;0;0
604,5;4;13711;0;0
605,5;5;13771;0;0
606,5;5;13657;0;0
607,5;8;13713;0;0
608,5;8;13742;0;0
609,5;5;13660;0;0
610,5;4;13610;0;0
611,5;7;13495;0;0
612,5;9;13726;0;0
613,5;5;13624;0;0
614,5;12;13312;0;0
615,5;9;13710;0;0
616,5;7;13299;0;0
617,5;9;13447;0;0
618,5;4;13316;0;0
619,5;5;13524;0;0
620,5;10;13423;0;0
621,5;5;13302;0;0
622,5;3;13351;0;0
623,5;5;13484;0;0
624,5;10;13456;0;0
625,5;6;13525;0;0
626,5;3;13329;0;0
627,5;5;13523;0;0
628,5;6;13598;0;0
629,5;6;13495;0;0
630,5;5;13318;0;0
631,5;4;13431;0;0
632,5;7;13264;0;0
633,5;9;13440;0;0
634,5;3;13160;0;0
635,5;4;13279;0;0
636,5;7;13382;0;0
637,5;5;13308;0;0
638,5;11;13357;0;0
639,5;11;13192;0;0
640,5;12;13294;0;0
641,5;8;13454;0;0
642,5;12;13175;0;0
643,5;10;13167;0;0
644,5;8;13053;0;0
645,5;10;13431;0;0
646,5;4;13163;0;0
647,5;7;13310;0;0
648,5;5;13241;0;0
649,5;4;13169;0;0
650,5;6;13066;0;0
651,5;9;13115;0;0
652,5;7;13251;0;0
653,5;4;13333;0;0
654,5;4;13242;0;0
655,5;6;13243;0;0
656,5;5;13183;0;0
657,5;8;13148;0;0
658,5;6;13039;0;0
659,5;13;13021;0;0
660,5;9;13174;0;0
661,5;6;13219;0;0
662,5;3;13037;0;0
663,5;8;12867;0;0
664,5;11;12928;0;0
665,5;8;13081;0;0
666,5;6;13180;0;0
667,5;4;13017;0;0
668,5;10;13308;0;0
669,5;6;13197;0;0
670,5;4;12908;0;0
671,5;5;12793;0;0
672,5;7;13163;0;0
673,5;5;12849;0;0
674,5;8;12837;0;0
675,5;5;13129;0;0
676,5;3;12860;0;0
677,5;6;12654;0;0
678,5;5;12850;0;0
679,5;7;13110;0;0
680,5;12;12876;0;0
681,5;7;12897;0;0
682,5;7;12878;0;0
683,5;10;12811;0;0
684,5;9;12795;0;0
685,5;6;12872;0;0
686,5;2;12774;0;0
687,5;7;13024;0;0
688,5;3;12899;0;0
689,5;7;12973;0;0
690,5;10;12803;0;0
691,5;4;12766;0;0
692,5;4;12770;0;0
693,5;4;12749;0;0
694,5;10;12738;0;0
695,5;5;12793;0;0
696,5;6;12721;0;0
697,5;10;12734;0;0
698,5;6;12592;0;0
699,5;5;12549;0;0
700,5;10;12638;0;0
701,5;12;12832;0;0
702,5;3;12834;0;0
703,5;5;12639;0;0
704,5;1;12527;0;0
705,5;7;12382;0;0
706,5;8;12512;0;0
707,5;8;12621;0;0
708,5;9;12621;0;0
709,5;5;12489;0;0
710,5;9;12773;0;0
711,5;8;12708;0;0
712,5;4;12647;0;0
713,5;8;12796;0;0
714,5;9;12280;0;0
715,5;10;12585;0;0
716,5;5;12515;0;0
717,5;6;12699;0;0
718,5;7;12306;0;0
719,5;8;12709;0;0
720,5;8;12506;0;0
721,5;6;12328;0;0
722,5;11;12589;0;0
723,5;5;12557;0;0
724,5;9;12334;0;0
725,5;5;12401;0;0
726,5;9;12262;0;0
727,5;7;12389;0;0
728,5;1;12483;0;0
729,5;9;12417;0;0
730,5;5;12401;0;0
731,5;7;12336;0;0
732,5;4;12273;0;0
733,5;6;12358;0;0
734,5;10;12389;0;0
735,5;9;12277;0;0
736,5;9;12269;0;0
737,5;6;12120;0;0
738,5;13;12138;0;0
739,5;11;12153;0;0
740,5;3;12417;0;0
741,5;8;12221;0;0
742,5;11;12257;0;0
743,5;7;12158;0;0
744,5;5;12321;0;0
745,5;6;12284;0;0
746,5;2;12186;0;0
747,5;3;12087;0;0
748,5;6;12088;0;0
749,5;6;12147;0;0
750,5;6;12364;0;0
751,5;8;12057;0;0
752,5;4;11973;0;0
753,5;6;12082;0;0
754,5;3;12141;0;0
755,5;9;12397;0;0
756,5;4;12049;0;0
757,5;11;12183;0;0
758,5;11;11915;0;0
759,5;4;11847;0;0
760,5;9;12210;0;0
761,5;10;12189;0;0
762,5;8;11713;0;0
763,5;9;11999;0;0
764,5;12;12014;0;0
765,5;8;11971;0;0
766,5;5;11872;0;0
767,5;3;11968;0;0
768,5;9;11891;0;0
769,5;3;11955;0;0
770,5;6;11918;0;0
771,5;5;11937;0;0
772,5;9;12036;0;0
773,5;8;11910;0;0
774,5;8;12002;0;0
775,5;5;11897;0;0
776,5;6;11775;0;0
777,5;5;11949;0;0
778,5;8;11733;0;0
779,5;8;12008;0;0
780,5;4;11731;0;0
781,5;5;11889;0;0
782,5;10;11860;0;0
783,5;8;11701;0;0
784,5;8;11928;0;0
785,5;5;11695;0;0
786,5;8;11932;0;0
787,5;12;11823;0;0
788,5;7;11733;0;0
789,5;8;11804;0;0
790,5;3;11716;0;0
791,5;6;11808;0;0
792,5;5;11677;0;0
793,5;4;11540;0;0
794,5;7;11712;0;0
795,5;4;11562;0;0
796,5;3;11866;0;0
797,5;9;11649;0;0
798,5;6;11891;0;0
799,5;6;11780;0;0
800,5;7;11618;0;0
801,5;6;11585;0;0
802,5;6;11681;0;0
803,5;6;11786;0;0
804,5;4;11622;0;0
805,5;5;11578;0;0
806,5;5;11669;0;0
807,5;6;11475;0;0
808,5;8;11619;0;0
809,5;5;11719;0;0
810,5;9;11507;0;0
811,5;2;11640;0;0
812,5;12;11526;0;0
813,5;6;11653;0;0
814,5;7;11411;0;0
815,5;8;11504;0;0
816,5;11;11524;0;0
817,5;6;11171;0;0
818,5;3;11456;0;0
819,5;9;11645;0;0
820,5;5;11615;0;0
821,5;10;11491;0;0
822,5;4;11472;0;0
823,5;9;11291;0;0
824,5;7;11565;0;0
825,5;11;11389;0;0
826,5;7;11276;0;0
827,5;4;11359;0;0
828,5;8;11253;0;0
829,5;9;11547;0;0
830,5;6;11595;0;0
831,5;10;11467;0;0
832,5;4;11323;0;0
833,5;7;11313;0;0
834,5;10;11256;0;0
835,5;7;11281;0;0
836,5;9;11171;0;0
837,5;9;11276;0;0
838,5;4;11401;0;0
839,5;5;11049;0;0
840,5;9;11343;0;0
841,5;8;11190;0;0
842,5;6;11144;0;0
843,5;4;11158;0;0
844,5;7;11317;0;0
845,5;7;11049;0;0
846,5;9;11183;0;0
847,5;10;11058;0;0
848,5;8;10997;0;0
849,5;8;11170;0;0
850,5;8;11160;0;0
851,5;4;11053;0;0
852,5;10;11232;0;0
853,5;9;11242;0;0
854,5;9;11297;0;0
855,5;4;10913;0;0
856,5;9;11206;0;0
857,5;4;11252;0;0
858,5;9;11036;0;0
859,5;3;11062;0;0
860,5;4;11153;0;0
861,5;10;11066;0;0
862,5;5;11038;0;0
863,5;3;11230;0;0
864,5;7;11258;0;0
865,5;3;11185;0;0
866,5;5;11011;0;0
867,5;9;10884;0;0
868,5;5;10883;0;0
869,5;9;10920;0;0
870,5;5;10905;0;0
871,5;9;11006;0;0
872,5;4;10900;0;0
873,5;5;11052;0;0
874,5;8;11254;0;0
875,5;6;11054;0;0
876,5;4;10997;0;0
877,5;4;10977;0;0
878,5;7;10719;0;0
879,5;9;10780;0;0
880,5;11;10829;0;0
881,5;11;10932;0;0
882,5;8;11096;0;0
883,5;2;10999;0;0
884,5;8;10960;0;0
885,5;7;10961;0;0
886,5;7;10839;0;0
887,5;8;10988;0;0
888,5;7;10868;0;0
889,5;6;10832;0;0
890,5;8;10966;0;0
891,5;10;10976;0;0
892,5;9;10728;0;0
893,5;2;10946;0;0
894,5;11;10871;0;0
895,5;11;10567;0;0
896,5;6;10767;0;0
897,5;7;10893;0;0
898,5;5;10837;0;0
899,5;6;10692;0;0
900,5;6;10709;0;0
901,5;9;10711;0;0
902,5;6;10670;0;0
903,5;9;10773;0;0
904,5;5;10762;0;0
905,5;8;10818;0;0
906,5;10;10698;0;0
907,5;9;10569;0;0
908,5;10;10714;0;0
909,5;8;10580;0;0
910,5;5;10786;0;0
911,5;8;10736;0;0
912,5;7;10512;0;0
913,5;5;10605;0;0
914,5;11;10662;0;0
915,5;10;10593;0;0
916,5;10;10445;0;0
917,5;9;10481;0;0
918,5;9;10553;0;0
919,5;6;10509;0;0
920,5;9;10558;0;0
921,5;9;10647;0;0
922,5;9;10745;0;0
923,5;4;10600;0;0
924,5;10;10697;0;0
925,5;7;10722;0;0
926,5;9;10549;0;0
927,5;7;10583;0;0
928,5;7;10621;0;0
929,5;11;10564;0;0
930,5;8;10398;0;0
931,5;5;10506;0;0
932,5;11;10613;0;0
933,5;6;10403;0;0
934,5;4;10300;0;0
935,5;6;10501;0;0
936,5;4;10439;0;0
937,5;11;10533;0;0
938,5;4;10510;0;0
939,5;10;10518;0;0
940,5;4;10412;0;0
941,5;4;10389;0;0
942,5;12;10349;0;0
943,5;8;10545;0;0
944,5;5;10413;0;0
945,5;4;10377;0;0
946,5;3;10426;0;0
947,5;12;10442;0;0
948,5;5;10395;0;0
949,5;8;10238;0;0
950,5;9;10167;0;0
951,5;5;10516;0;0
952,5;8;10306;0;0
953,5;15;10131;0;0
954,5;9;10310;0;0
955,5;8;10246;0;0
956,5;4;10378;0;0
957,5;11;10262;0;0
958,5;6;10437;0;0
959,5;4;10255;0;0
960,5;10;10034;0;0
961,5;9;10318;0;0
962,5;6;10285;0;0
963,5;7;10092;0;0
964,5;9;10094;0;0
965,5;7;10037;0;0
966,5;8;10312;0;0
967,5;3;10114;0;0
968,5;11;10268;0;0
969,5;9;10063;0;0
970,5;7;10242;0;0
971,5;10;10236;0;0
972,5;6;10200;0;0
973,5;5;10202;0;0
974,5;6;10140;0;0
975,5;7;9968;0;0
976,5;8;10258;0;0
977,5;6;9990;0;0
978,5;2;10177;0;0
979,5;6;10170;0;0
980,5;4;9982;0;0
981,5;6;9834;0;0
982,5;1;10119;0;0
983,5;5;10114;0;0
984,5;6;10046;0;0
985,5;5;10122;0;0
986,5;9;10062;0;0
987,5;8;10046;0;0
988,5;8;10074;0;0
989,5;4;10052;0;0
990,5;10;10076;0;0
991,5;4;9930;0;0
992,5;6;9953;0;0
993,5;10;9924;0;0
994,5;6;9985;0;0
995,5;7;9849;0;0
996,5;9;9994;0;0
997,5;5;10052;0;0
998,5;8;10074;0;0
999,5;10;9834;0;0
1000,5;5;9917;0;0
1001,5;5;9897;0;0
1002,5;8;9903;0;0
1003,5;5;9800;0;0
1004,5;7;10094;0;0
1005,5;7;9811;0;0
1006,5;10;9834;0;0
1007,5;6;9804;0;0
1008,5;10;9653;0;0
1009,5;9;9830;0;0
1010,5;14;9912;0;0
1011,5;10;9935;0;0
1012,5;9;9915;0;0
1013,5;8;9884;0;0
1014,5;10;9908;0;0
1015,5;4;9806;0;0
1016,5;9;9921;0;0
1017,5;8;9644;0;0
1018,5;16;9566;0;0
1019,5;9;9776;0;0
1020,5;11;9814;0;0
1021,5;9;9777;0;0
1022,5;8;9895;0;0
1023,5;8;9814;0;0
1024,5;2;9795;0;0
1025,5;8;9747;0;0
1026,5;8;9718;0;0
1027,5;5;9850;0;0
1028,5;6;9693;0;0
1029,5;5;9770;0;0
1030,5;10;9767;0;0
1031,5;4;9772;0;0
1032,5;3;9673;0;0
1033,5;3;9612;0;0
1034,5;10;9627;0;0
1035,5;11;9656;0;0
1036,5;3;9638;0;0
1037,5;12;9716;0;0
1038,5;5;9598;0;0
1039,5;6;9498;0;0
1040,5;9;9628;0;0
1041,5;9;9570;0;0
1042,5;6;9477;0;0
1043,5;10;9625;0;0
1044,5;8;9491;0;0
1045,5;10;9593;0;0
1046,5;10;9429;0;0
1047,5;7;9572;0;0
1048,5;9;9606;0;0
1049,5;15;9596;0;0
1050,5;9;9684;0;0
1051,5;9;9645;0;0
1052,5;10;9594;0;0
1053,5;7;9513;0;0
1054,5;8;9630;0;0
1055,5;7;9453;0;0
1056,5;9;9454;0;0
1057,5;6;9517;0;0
1058,5;5;9499;0;0
1059,5;7;9432;0;0
1060,5;10;9382;0;0
1061,5;10;9410;0;0
1062,5;5;9428;0;0
1063,5;11;9311;0;0
