BinCenter (ps);Histo01;Histo02;Histo03;Histo04
3313,5;6;1633;0;0
3314,5;14;1613;0;0
3315,5;19;1669;0;0
3316,5;9;1669;0;0
3317,5;14;1698;0;0
3318,5;8;1696;0;0
3319,5;7;1601;0;0
3320,5;15;1696;0;0
3321,5;11;1578;0;0
3322,5;6;1587;0;0
3323,5;20;1606;0;0
3324,5;10;1573;0;0
3325,5;8;1643;0;0
3326,5;21;1594;0;0
3327,5;9;1540;0;0
3328,5;10;1634;0;0
3329,5;5;1568;0;0
3330,5;12;1608;0;0
3331,5;8;1558;0;0
3332,5;11;1640;0;0
3333,5;9;1659;0;0
3334,5;5;1616;0;0
3335,5;13;1580;0;0
3336,5;15;1545;0;0
3337,5;6;1670;0;0
3338,5;14;1537;0;0
3339,5;7;1563;0;0
3340,5;8;1616;0;0
3341,5;7;1625;0;0
3342,5;10;1629;0;0
3343,5;6;1630;0;0
3344,5;10;1614;0;0
3345,5;7;1625;0;0
3346,5;12;1650;0;0
3347,5;11;1650;0;0
3348,5;9;1568;0;0
3349,5;13;1642;0;0
3350,5;12;1651;0;0
3351,5;12;1564;0;0
3352,5;11;1533;0;0
3353,5;14;1570;0;0
3354,5;15;1597;0;0
3355,5;11;1621;0;0
3356,5;8;1505;0;0
3357,5;10;1596;0;0
3358,5;5;1540;0;0
3359,5;12;1558;0;0
3360,5;11;1552;0;0
3361,5;16;1570;0;0
3362,5;11;1603;0;0
3363,5;5;1560;0;0
3364,5;7;1545;0;0
3365,5;15;1621;0;0
3366,5;11;1548;0;0
3367,5;15;1573;0;0
3368,5;5;1607;0;0
3369,5;13;1613;0;0
3370,5;10;1611;0;0
3371,5;12;1505;0;0
3372,5;2;1502;0;0
3373,5;8;1569;0;0
3374,5;10;1594;0;0
3375,5;14;1631;0;0
3376,5;9;1515;0;0
3377,5;9;1556;0;0
3378,5;9;1559;0;0
3379,5;7;1532;0;0
3380,5;9;1551;0;0
3381,5;8;1624;0;0
3382,5;6;1479;0;0
3383,5;10;1503;0;0
3384,5;4;1573;0;0
3385,5;9;1566;0;0
3386,5;14;1585;0;0
3387,5;13;1566;0;0
3388,5;13;1578;0;0
3389,5;10;1593;0;0
3390,5;11;1542;0;0
3391,5;8;1564;0;0
3392,5;11;1572;0;0
3393,5;11;1552;0;0
3394,5;14;1564;0;0
3395,5;16;1577;0;0
3396,5;13;1535;0;0
3397,5;12;1595;0;0
3398,5;9;1451;0;0
3399,5;14;1561;0;0
3400,5;10;1611;0;0
3401,5;12;1453;0;0
3402,5;13;1478;0;0
3403,5;14;1565;0;0
3404,5;8;1545;0;0
3405,5;10;1543;0;0
3406,5;9;1516;0;0
3407,5;7;1510;0;0
3408,5;12;1636;0;0
3409,5;11;1522;0;0
3410,5;9;1490;0;0
3411,5;13;1510;0;0
3412,5;14;1624;0;0
3413,5;12;1555;0;0
3414,5;9;1453;0;0
3415,5;4;1530;0;0
3416,5;13;1451;0;0
3417,5;8;1504;0;0
3418,5;12;1521;0;0
3419,5;9;1519;0;0
3420,5;11;1484;0;0
3421,5;13;1502;0;0
3422,5;8;1524;0;0
3423,5;15;1511;0;0
3424,5;12;1519;0;0
3425,5;11;1491;0;0
3426,5;8;1474;0;0
3427,5;7;1532;0;0
3428,5;16;1523;0;0
3429,5;10;1471;0;0
3430,5;14;1499;0;0
3431,5;12;1518;0;0
3432,5;8;1482;0;0
3433,5;11;1493;0;0
3434,5;14;1500;0;0
3435,5;6;1515;0;0
3436,5;18;1447;0;0
3437,5;13;1450;0;0
3438,5;10;1479;0;0
3439,5;10;1487;0;0
3440,5;5;1467;0;0
3441,5;11;1482;0;0
3442,5;11;1456;0;0
3443,5;10;1527;0;0
3444,5;9;1463;0;0
3445,5;8;1492;0;0
3446,5;8;1494;0;0
3447,5;8;1492;0;0
3448,5;13;1421;0;0
3449,5;9;1453;0;0
3450,5;9;1487;0;0
3451,5;6;1481;0;0
3452,5;17;1525;0;0
3453,5;9;1405;0;0
3454,5;18;1475;0;0
3455,5;8;1457;0;0
3456,5;6;1437;0;0
3457,5;10;1498;0;0
3458,5;12;1445;0;0
3459,5;8;1413;0;0
3460,5;12;1459;0;0
3461,5;7;1530;0;0
3462,5;10;1416;0;0
3463,5;6;1451;0;0
3464,5;5;1499;0;0
3465,5;9;1444;0;0
3466,5;12;1484;0;0
3467,5;15;1459;0;0
3468,5;13;1524;0;0
3469,5;12;1449;0;0
3470,5;6;1501;0;0
3471,5;8;1468;0;0
3472,5;11;1543;0;0
3473,5;11;1492;0;0
3474,5;8;1486;0;0
3475,5;13;1401;0;0
3476,5;10;1415;0;0
3477,5;12;1465;0;0
3478,5;11;1467;0;0
3479,5;14;1471;0;0
3480,5;8;1426;0;0
3481,5;10;1466;0;0
3482,5;8;1432;0;0
3483,5;12;1517;0;0
3484,5;10;1478;0;0
3485,5;12;1507;0;0
3486,5;8;1481;0;0
3487,5;12;1398;0;0
3488,5;10;1388;0;0
3489,5;7;1425;0;0
3490,5;8;1496;0;0
3491,5;7;1529;0;0
3492,5;13;1464;0;0
3493,5;9;1411;0;0
3494,5;9;1426;0;0
3495,5;15;1435;0;0
3496,5;6;1457;0;0
3497,5;9;1385;0;0
3498,5;15;1372;0;0
3499,5;10;1442;0;0
3500,5;8;1376;0;0
3501,5;13;1391;0;0
3502,5;9;1382;0;0
3503,5;13;1357;0;0
3504,5;7;1366;0;0
3505,5;6;1395;0;0
3506,5;17;1499;0;0
3507,5;10;1449;0;0
3508,5;8;1441;0;0
3509,5;13;1422;0;0
3510,5;6;1325;0;0
3511,5;17;1465;0;0
3512,5;9;1458;0;0
3513,5;13;1430;0;0
3514,5;11;1474;0;0
3515,5;9;1372;0;0
3516,5;9;1395;0;0
3517,5;9;1413;0;0
3518,5;11;1448;0;0
3519,5;7;1412;0;0
3520,5;10;1347;0;0
3521,5;11;1363;0;0
3522,5;8;1404;0;0
3523,5;9;1381;0;0
3524,5;10;1446;0;0
3525,5;10;1372;0;0
3526,5;7;1374;0;0
3527,5;10;1417;0;0
3528,5;15;1405;0;0
3529,5;7;1497;0;0
3530,5;15;1355;0;0
3531,5;9;1353;0;0
3532,5;6;1392;0;0
3533,5;8;1363;0;0
3534,5;4;1416;0;0
3535,5;5;1415;0;0
3536,5;8;1441;0;0
3537,5;14;1404;0;0
3538,5;8;1398;0;0
3539,5;13;1391;0;0
3540,5;10;1388;0;0
3541,5;11;1361;0;0
3542,5;9;1360;0;0
3543,5;12;1373;0;0
3544,5;7;1373;0;0
3545,5;11;1354;0;0
3546,5;8;1334;0;0
3547,5;9;1384;0;0
3548,5;8;1302;0;0
3549,5;10;1339;0;0
3550,5;8;1389;0;0
3551,5;7;1399;0;0
3552,5;5;1411;0;0
3553,5;14;1353;0;0
3554,5;15;1433;0;0
3555,5;10;1364;0;0
3556,5;9;1366;0;0
3557,5;18;1359;0;0
3558,5;14;1376;0;0
3559,5;7;1320;0;0
3560,5;7;1385;0;0
3561,5;15;1317;0;0
3562,5;7;1313;0;0
3563,5;5;1368;0;0
3564,5;14;1388;0;0
3565,5;11;1325;0;0
3566,5;10;1311;0;0
3567,5;6;1303;0;0
3568,5;13;1385;0;0
3569,5;10;1348;0;0
3570,5;11;1374;0;0
3571,5;11;1335;0;0
3572,5;7;1405;0;0
3573,5;13;1351;0;0
3574,5;9;1358;0;0
3575,5;14;1338;0;0
3576,5;14;1319;0;0
3577,5;9;1393;0;0
3578,5;12;1323;0;0
3579,5;4;1391;0;0
3580,5;12;1337;0;0
3581,5;12;1347;0;0
3582,5;9;1411;0;0
3583,5;13;1350;0;0
3584,5;16;1309;0;0
3585,5;9;1290;0;0
3586,5;11;1329;0;0
3587,5;15;1334;0;0
3588,5;14;1317;0;0
3589,5;12;1340;0;0
3590,5;7;1330;0;0
3591,5;10;1288;0;0
3592,5;13;1367;0;0
3593,5;10;1361;0;0
3594,5;5;1282;0;0
3595,5;7;1279;0;0
3596,5;12;1333;0;0
3597,5;14;1315;0;0
3598,5;10;1323;0;0
3599,5;13;1341;0;0
3600,5;6;1311;0;0
3601,5;7;1259;0;0
3602,5;14;1336;0;0
3603,5;11;1388;0;0
3604,5;13;1352;0;0
3605,5;12;1293;0;0
3606,5;12;1270;0;0
3607,5;10;1287;0;0
3608,5;11;1353;0;0
3609,5;14;1295;0;0
3610,5;8;1251;0;0
3611,5;9;1312;0;0
3612,5;11;1296;0;0
3613,5;13;1354;0;0
3614,5;12;1299;0;0
3615,5;13;1324;0;0
3616,5;14;1311;0;0
3617,5;8;1246;0;0
3618,5;11;1297;0;0
3619,5;9;1311;0;0
3620,5;10;1276;0;0
3621,5;6;1206;0;0
3622,5;9;1277;0;0
3623,5;9;1338;0;0
3624,5;9;1248;0;0
3625,5;6;1225;0;0
3626,5;12;1311;0;0
3627,5;7;1323;0;0
3628,5;12;1293;0;0
3629,5;15;1303;0;0
3630,5;10;1295;0;0
3631,5;8;1258;0;0
3632,5;11;1260;0;0
3633,5;9;1272;0;0
3634,5;7;1245;0;0
3635,5;8;1340;0;0
3636,5;11;1270;0;0
3637,5;19;1300;0;0
3638,5;10;1369;0;0
3639,5;11;1242;0;0
3640,5;9;1247;0;0
3641,5;12;1283;0;0
3642,5;12;1232;0;0
3643,5;16;1224;0;0
3644,5;10;1196;0;0
3645,5;9;1390;0;0
3646,5;11;1250;0;0
3647,5;10;1287;0;0
3648,5;9;1268;0;0
3649,5;11;1296;0;0
3650,5;15;1289;0;0
3651,5;9;1224;0;0
3652,5;6;1247;0;0
3653,5;8;1238;0;0
3654,5;15;1266;0;0
3655,5;9;1230;0;0
3656,5;12;1178;0;0
3657,5;7;1302;0;0
3658,5;15;1256;0;0
3659,5;10;1262;0;0
3660,5;7;1278;0;0
3661,5;13;1301;0;0
3662,5;9;1272;0;0
3663,5;9;1278;0;0
3664,5;12;1302;0;0
3665,5;9;1258;0;0
3666,5;11;1301;0;0
3667,5;8;1327;0;0
3668,5;3;1256;0;0
3669,5;8;1220;0;0
3670,5;14;1312;0;0
3671,5;14;1256;0;0
3672,5;15;1315;0;0
3673,5;10;1254;0;0
3674,5;6;1237;0;0
3675,5;5;1268;0;0
3676,5;14;1268;0;0
3677,5;3;1237;0;0
3678,5;10;1227;0;0
3679,5;10;1215;0;0
3680,5;9;1245;0;0
3681,5;12;1251;0;0
3682,5;10;1283;0;0
3683,5;7;1221;0;0
3684,5;10;1193;0;0
3685,5;12;1199;0;0
3686,5;9;1199;0;0
3687,5;15;1233;0;0
3688,5;9;1250;0;0
3689,5;5;1187;0;0
3690,5;10;1238;0;0
3691,5;14;1191;0;0
3692,5;9;1240;0;0
3693,5;8;1183;0;0
3694,5;5;1207;0;0
3695,5;13;1185;0;0
3696,5;11;1259;0;0
3697,5;10;1206;0;0
3698,5;12;1197;0;0
3699,5;7;1270;0;0
3700,5;10;1259;0;0
3701,5;10;1269;0;0
3702,5;9;1196;0;0
3703,5;11;1247;0;0
3704,5;16;1186;0;0
3705,5;9;1181;0;0
3706,5;8;1254;0;0
3707,5;15;1168;0;0
3708,5;10;1195;0;0
3709,5;7;1236;0;0
3710,5;14;1220;0;0
3711,5;8;1191;0;0
3712,5;8;1224;0;0
3713,5;13;1167;0;0
3714,5;9;1225;0;0
3715,5;9;1237;0;0
3716,5;14;1134;0;0
3717,5;9;1206;0;0
3718,5;8;1270;0;0
3719,5;7;1207;0;0
3720,5;10;1209;0;0
3721,5;11;1196;0;0
3722,5;8;1223;0;0
3723,5;8;1206;0;0
3724,5;3;1180;0;0
3725,5;11;1208;0;0
3726,5;9;1188;0;0
3727,5;12;1164;0;0
3728,5;7;1245;0;0
3729,5;7;1200;0;0
3730,5;13;1170;0;0
3731,5;10;1136;0;0
3732,5;9;1167;0;0
3733,5;3;1211;0;0
3734,5;15;1159;0;0
3735,5;7;1186;0;0
3736,5;11;1239;0;0
3737,5;11;1215;0;0
3738,5;14;1193;0;0
3739,5;8;1119;0;0
3740,5;11;1196;0;0
3741,5;14;1193;0;0
3742,5;11;1190;0;0
3743,5;7;1226;0;0
3744,5;9;1204;0;0
3745,5;16;1231;0;0
3746,5;5;1237;0;0
3747,5;14;1162;0;0
3748,5;15;1186;0;0
3749,5;10;1150;0;0
3750,5;10;1179;0;0
3751,5;12;1203;0;0
3752,5;7;1190;0;0
3753,5;10;1188;0;0
3754,5;18;1085;0;0
3755,5;15;1197;0;0
3756,5;3;1100;0;0
3757,5;9;1138;0;0
3758,5;9;1147;0;0
3759,5;10;1127;0;0
3760,5;9;1198;0;0
3761,5;10;1211;0;0
3762,5;13;1165;0;0
3763,5;6;1228;0;0
3764,5;13;1128;0;0
3765,5;12;1132;0;0
3766,5;10;1196;0;0
3767,5;7;1174;0;0
3768,5;6;1230;0;0
3769,5;6;1120;0;0
3770,5;12;1159;0;0
3771,5;10;1209;0;0
3772,5;4;1165;0;0
3773,5;8;1134;0;0
3774,5;12;1079;0;0
3775,5;10;1171;0;0
3776,5;8;1118;0;0
3777,5;8;1174;0;0
3778,5;10;1137;0;0
3779,5;2;1177;0;0
3780,5;11;1198;0;0
3781,5;10;1180;0;0
3782,5;12;1149;0;0
3783,5;14;1128;0;0
3784,5;5;1109;0;0
3785,5;10;1124;0;0
3786,5;7;1104;0;0
3787,5;6;1199;0;0
3788,5;14;1141;0;0
3789,5;7;1121;0;0
3790,5;7;1135;0;0
3791,5;8;1111;0;0
3792,5;12;1128;0;0
3793,5;10;1144;0;0
3794,5;10;1142;0;0
3795,5;11;1131;0;0
3796,5;10;1179;0;0
3797,5;9;1133;0;0
3798,5;7;1100;0;0
3799,5;6;1144;0;0
3800,5;4;1093;0;0
3801,5;15;1144;0;0
3802,5;8;1113;0;0
3803,5;12;1100;0;0
3804,5;13;1168;0;0
3805,5;9;1148;0;0
3806,5;5;1173;0;0
3807,5;7;1164;0;0
3808,5;18;1080;0;0
3809,5;11;1071;0;0
3810,5;9;1102;0;0
3811,5;11;1095;0;0
3812,5;4;1078;0;0
3813,5;6;1093;0;0
3814,5;8;1154;0;0
3815,5;16;1104;0;0
3816,5;7;1138;0;0
3817,5;9;1063;0;0
3818,5;13;1113;0;0
3819,5;10;1088;0;0
3820,5;9;1095;0;0
3821,5;3;1151;0;0
3822,5;9;1136;0;0
3823,5;13;1097;0;0
3824,5;10;1064;0;0
3825,5;6;1080;0;0
3826,5;8;1159;0;0
3827,5;6;1101;0;0
3828,5;10;1137;0;0
3829,5;6;1096;0;0
3830,5;8;1090;0;0
3831,5;18;1148;0;0
3832,5;7;1146;0;0
3833,5;9;1100;0;0
3834,5;8;1154;0;0
3835,5;9;1099;0;0
3836,5;13;1072;0;0
3837,5;13;1073;0;0
3838,5;9;1078;0;0
3839,5;4;1097;0;0
3840,5;15;1072;0;0
3841,5;12;1150;0;0
3842,5;4;1077;0;0
3843,5;4;1163;0;0
3844,5;8;1087;0;0
3845,5;9;1097;0;0
3846,5;8;1162;0;0
3847,5;11;1033;0;0
3848,5;11;1091;0;0
3849,5;7;1072;0;0
3850,5;10;1047;0;0
3851,5;8;1147;0;0
3852,5;11;1075;0;0
3853,5;7;1076;0;0
3854,5;4;1021;0;0
3855,5;8;1099;0;0
3856,5;6;1074;0;0
3857,5;5;1110;0;0
3858,5;5;1091;0;0
3859,5;6;1060;0;0
3860,5;11;1076;0;0
3861,5;15;1123;0;0
3862,5;9;1069;0;0
3863,5;13;1041;0;0
3864,5;14;1054;0;0
3865,5;9;1044;0;0
3866,5;6;1077;0;0
3867,5;7;1066;0;0
3868,5;6;1074;0;0
3869,5;5;1145;0;0
3870,5;4;1035;0;0
3871,5;9;1057;0;0
3872,5;7;992;0;0
3873,5;6;1057;0;0
3874,5;11;1002;0;0
3875,5;5;1026;0;0
3876,5;8;1157;0;0
3877,5;7;1078;0;0
3878,5;9;1022;0;0
3879,5;7;1101;0;0
3880,5;10;1078;0;0
3881,5;9;1030;0;0
3882,5;10;1059;0;0
3883,5;11;1048;0;0
3884,5;8;1099;0;0
3885,5;6;1082;0;0
3886,5;10;1068;0;0
3887,5;6;1013;0;0
3888,5;8;1148;0;0
3889,5;6;1057;0;0
3890,5;11;1003;0;0
3891,5;8;1039;0;0
3892,5;6;1006;0;0
3893,5;9;1003;0;0
3894,5;7;1059;0;0
3895,5;6;993;0;0
3896,5;7;1072;0;0
3897,5;6;1068;0;0
3898,5;5;1011;0;0
3899,5;8;973;0;0
3900,5;8;1010;0;0
3901,5;6;1097;0;0
3902,5;15;1070;0;0
3903,5;11;1052;0;0
3904,5;7;1038;0;0
3905,5;14;1029;0;0
3906,5;9;1050;0;0
3907,5;5;1069;0;0
3908,5;9;1002;0;0
3909,5;4;1015;0;0
3910,5;10;1064;0;0
3911,5;8;1054;0;0
3912,5;6;1054;0;0
3913,5;13;1060;0;0
3914,5;6;1020;0;0
3915,5;6;962;0;0
3916,5;7;1062;0;0
3917,5;8;989;0;0
3918,5;19;1033;0;0
3919,5;9;1010;0;0
3920,5;6;1039;0;0
3921,5;6;986;0;0
3922,5;12;1073;0;0
3923,5;7;1008;0;0
3924,5;12;1034;0;0
3925,5;13;1037;0;0
3926,5;11;1011;0;0
3927,5;8;1035;0;0
3928,5;14;1053;0;0
3929,5;10;1016;0;0
3930,5;9;985;0;0
3931,5;4;982;0;0
3932,5;4;982;0;0
3933,5;13;972;0;0
3934,5;5;1017;0;0
3935,5;8;1043;0;0
3936,5;6;992;0;0
3937,5;10;977;0;0
3938,5;6;1028;0;0
3939,5;3;1045;0;0
3940,5;9;1053;0;0
3941,5;19;994;0;0
3942,5;6;1027;0;0
3943,5;8;984;0;0
3944,5;5;957;0;0
3945,5;6;1028;0;0
3946,5;9;999;0;0
3947,5;4;1046;0;0
3948,5;12;951;0;0
3949,5;12;1004;0;0
3950,5;9;1022;0;0
3951,5;13;974;0;0
3952,5;8;1071;0;0
3953,5;11;995;0;0
3954,5;8;1002;0;0
3955,5;12;996;0;0
3956,5;8;999;0;0
3957,5;6;1025;0;0
3958,5;10;983;0;0
3959,5;8;1052;0;0
3960,5;10;1066;0;0
3961,5;10;997;0;0
3962,5;11;973;0;0
3963,5;8;985;0;0
3964,5;4;1016;0;0
3965,5;5;990;0;0
3966,5;7;976;0;0
3967,5;12;1078;0;0
3968,5;10;1012;0;0
3969,5;8;950;0;0
3970,5;8;965;0;0
3971,5;5;941;0;0
3972,5;7;973;0;0
3973,5;3;1020;0;0
3974,5;9;984;0;0
3975,5;8;972;0;0
3976,5;10;967;0;0
3977,5;7;959;0;0
3978,5;8;977;0;0
3979,5;9;969;0;0
3980,5;7;1005;0;0
3981,5;8;964;0;0
3982,5;4;1006;0;0
3983,5;7;998;0;0
3984,5;8;986;0;0
3985,5;7;979;0;0
3986,5;3;1024;0;0
3987,5;9;936;0;0
3988,5;3;953;0;0
3989,5;3;941;0;0
3990,5;8;955;0;0
3991,5;10;933;0;0
3992,5;8;956;0;0
3993,5;5;968;0;0
3994,5;7;970;0;0
3995,5;14;969;0;0
3996,5;5;951;0;0
3997,5;10;998;0;0
3998,5;9;983;0;0
3999,5;6;959;0;0
4000,5;11;958;0;0
4001,5;12;931;0;0
4002,5;11;969;0;0
4003,5;5;922;0;0
4004,5;6;947;0;0
4005,5;6;1007;0;0
4006,5;13;991;0;0
4007,5;6;961;0;0
4008,5;7;952;0;0
4009,5;13;910;0;0
4010,5;9;962;0;0
4011,5;14;927;0;0
4012,5;11;900;0;0
4013,5;11;935;0;0
4014,5;7;988;0;0
4015,5;9;1007;0;0
4016,5;9;999;0;0
4017,5;7;933;0;0
4018,5;15;968;0;0
4019,5;9;914;0;0
4020,5;7;958;0;0
4021,5;7;950;0;0
4022,5;6;963;0;0
4023,5;10;960;0;0
4024,5;11;936;0;0
4025,5;6;924;0;0
4026,5;11;944;0;0
4027,5;9;955;0;0
4028,5;2;945;0;0
4029,5;4;927;0;0
4030,5;5;977;0;0
4031,5;7;993;0;0
4032,5;7;923;0;0
4033,5;8;973;0;0
4034,5;9;944;0;0
4035,5;8;979;0;0
4036,5;8;976;0;0
4037,5;9;969;0;0
4038,5;7;940;0;0
4039,5;7;924;0;0
4040,5;11;966;0;0
4041,5;7;922;0;0
4042,5;7;932;0;0
4043,5;10;904;0;0
4044,5;10;969;0;0
4045,5;9;900;0;0
4046,5;10;959;0;0
4047,5;6;950;0;0
4048,5;5;927;0;0
4049,5;12;901;0;0
4050,5;10;1002;0;0
4051,5;8;991;0;0
4052,5;4;957;0;0
4053,5;7;839;0;0
4054,5;9;943;0;0
4055,5;7;858;0;0
4056,5;9;926;0;0
4057,5;4;912;0;0
4058,5;6;969;0;0
4059,5;4;900;0;0
4060,5;7;908;0;0
4061,5;9;904;0;0
4062,5;11;951;0;0
4063,5;6;969;0;0
4064,5;5;931;0;0
4065,5;4;919;0;0
4066,5;9;939;0;0
4067,5;6;908;0;0
4068,5;10;906;0;0
4069,5;7;961;0;0
4070,5;11;964;0;0
4071,5;7;926;0;0
4072,5;6;954;0;0
4073,5;1;862;0;0
4074,5;7;928;0;0
4075,5;5;895;0;0
4076,5;8;962;0;0
4077,5;11;912;0;0
4078,5;9;872;0;0
4079,5;9;883;0;0
4080,5;6;895;0;0
4081,5;9;901;0;0
4082,5;11;916;0;0
4083,5;9;953;0;0
4084,5;8;890;0;0
4085,5;6;890;0;0
4086,5;9;842;0;0
4087,5;8;889;0;0
4088,5;4;870;0;0
4089,5;11;919;0;0
4090,5;10;870;0;0
4091,5;10;914;0;0
4092,5;10;914;0;0
4093,5;9;869;0;0
4094,5;7;840;0;0
4095,5;9;843;0;0
4096,5;9;890;0;0
4097,5;10;899;0;0
4098,5;5;907;0;0
4099,5;6;839;0;0
4100,5;5;937;0;0
4101,5;9;892;0;0
4102,5;7;965;0;0
4103,5;7;979;0;0
4104,5;6;901;0;0
4105,5;13;896;0;0
4106,5;8;957;0;0
4107,5;6;871;0;0
4108,5;6;944;0;0
4109,5;9;934;0;0
4110,5;5;939;0;0
4111,5;7;878;0;0
4112,5;8;910;0;0
4113,5;3;866;0;0
4114,5;4;868;0;0
4115,5;10;905;0;0
4116,5;10;924;0;0
4117,5;4;905;0;0
4118,5;6;874;0;0
4119,5;10;907;0;0
4120,5;12;853;0;0
4121,5;3;864;0;0
4122,5;6;875;0;0
4123,5;4;900;0;0
4124,5;7;817;0;0
4125,5;6;867;0;0
4126,5;8;847;0;0
4127,5;8;918;0;0
4128,5;13;864;0;0
4129,5;7;879;0;0
4130,5;8;841;0;0
4131,5;6;847;0;0
4132,5;9;833;0;0
4133,5;7;867;0;0
4134,5;5;856;0;0
4135,5;11;891;0;0
4136,5;8;864;0;0
4137,5;7;922;0;0
4138,5;1;886;0;0
4139,5;4;870;0;0
4140,5;9;932;0;0
4141,5;5;859;0;0
4142,5;9;853;0;0
4143,5;9;896;0;0
4144,5;6;890;0;0
4145,5;8;857;0;0
4146,5;8;873;0;0
4147,5;11;877;0;0
4148,5;3;873;0;0
4149,5;5;845;0;0
4150,5;2;870;0;0
4151,5;6;830;0;0
4152,5;7;887;0;0
4153,5;8;875;0;0
4154,5;4;852;0;0
4155,5;7;907;0;0
4156,5;6;849;0;0
4157,5;12;861;0;0
4158,5;7;864;0;0
4159,5;7;903;0;0
4160,5;10;900;0;0
4161,5;4;822;0;0
4162,5;9;876;0;0
4163,5;5;880;0;0
4164,5;11;830;0;0
4165,5;2;816;0;0
4166,5;7;863;0;0
4167,5;9;829;0;0
4168,5;9;841;0;0
4169,5;5;829;0;0
4170,5;5;847;0;0
4171,5;6;838;0;0
4172,5;5;843;0;0
4173,5;4;848;0;0
4174,5;7;868;0;0
4175,5;5;807;0;0
4176,5;7;810;0;0
4177,5;4;843;0;0
4178,5;3;843;0;0
4179,5;9;841;0;0
4180,5;10;833;0;0
4181,5;2;855;0;0
4182,5;7;826;0;0
4183,5;7;845;0;0
4184,5;7;786;0;0
4185,5;7;822;0;0
4186,5;6;858;0;0
4187,5;10;814;0;0
4188,5;9;838;0;0
4189,5;8;810;0;0
4190,5;7;846;0;0
4191,5;9;824;0;0
4192,5;8;846;0;0
4193,5;9;883;0;0
4194,5;10;916;0;0
4195,5;5;781;0;0
4196,5;6;837;0;0
4197,5;9;840;0;0
4198,5;8;797;0;0
4199,5;5;832;0;0
4200,5;6;785;0;0
4201,5;4;826;0;0
4202,5;7;799;0;0
4203,5;9;821;0;0
4204,5;2;821;0;0
4205,5;10;800;0;0
4206,5;4;794;0;0
4207,5;14;824;0;0
4208,5;7;835;0;0
4209,5;7;821;0;0
4210,5;12;834;0;0
4211,5;4;849;0;0
4212,5;11;823;0;0
4213,5;5;867;0;0
4214,5;6;811;0;0
4215,5;7;869;0;0
4216,5;5;820;0;0
4217,5;9;784;0;0
4218,5;13;785;0;0
4219,5;11;829;0;0
4220,5;6;853;0;0
4221,5;7;799;0;0
4222,5;3;825;0;0
4223,5;5;829;0;0
4224,5;7;856;0;0
4225,5;9;832;0;0
4226,5;9;791;0;0
4227,5;6;769;0;0
4228,5;6;775;0;0
4229,5;8;771;0;0
4230,5;5;838;0;0
4231,5;7;826;0;0
4232,5;7;808;0;0
4233,5;4;841;0;0
4234,5;6;800;0;0
4235,5;7;798;0;0
4236,5;5;828;0;0
4237,5;7;752;0;0
4238,5;5;837;0;0
4239,5;2;837;0;0
4240,5;10;803;0;0
4241,5;8;808;0;0
4242,5;6;814;0;0
4243,5;0;828;0;0
4244,5;2;798;0;0
4245,5;12;798;0;0
4246,5;4;814;0;0
4247,5;8;782;0;0
4248,5;5;761;0;0
4249,5;12;731;0;0
4250,5;6;778;0;0
4251,5;7;776;0;0
4252,5;11;826;0;0
4253,5;8;775;0;0
4254,5;4;754;0;0
4255,5;7;827;0;0
4256,5;11;797;0;0
4257,5;4;815;0;0
4258,5;7;791;0;0
4259,5;2;816;0;0
4260,5;7;811;0;0
4261,5;4;814;0;0
4262,5;5;784;0;0
4263,5;7;763;0;0
4264,5;8;797;0;0
4265,5;6;789;0;0
4266,5;7;780;0;0
4267,5;7;809;0;0
4268,5;8;749;0;0
4269,5;5;794;0;0
4270,5;6;859;0;0
4271,5;5;795;0;0
4272,5;7;759;0;0
4273,5;9;731;0;0
4274,5;5;779;0;0
4275,5;3;758;0;0
4276,5;5;725;0;0
4277,5;7;817;0;0
4278,5;9;805;0;0
4279,5;7;777;0;0
4280,5;7;778;0;0
4281,5;7;800;0;0
4282,5;4;778;0;0
4283,5;6;811;0;0
4284,5;4;762;0;0
4285,5;7;776;0;0
4286,5;4;800;0;0
4287,5;6;796;0;0
4288,5;8;811;0;0
4289,5;6;773;0;0
4290,5;6;728;0;0
4291,5;6;736;0;0
4292,5;6;788;0;0
4293,5;5;776;0;0
4294,5;6;775;0;0
4295,5;6;814;0;0
4296,5;8;787;0;0
4297,5;4;785;0;0
4298,5;8;711;0;0
4299,5;2;793;0;0
4300,5;8;757;0;0
4301,5;7;765;0;0
4302,5;4;764;0;0
4303,5;10;752;0;0
4304,5;4;757;0;0
4305,5;6;775;0;0
4306,5;6;772;0;0
4307,5;4;766;0;0
4308,5;7;774;0;0
4309,5;3;757;0;0
4310,5;2;787;0;0
4311,5;9;719;0;0
4312,5;4;759;0;0
4313,5;7;781;0;0
4314,5;1;765;0;0
4315,5;4;726;0;0
4316,5;5;771;0;0
4317,5;5;712;0;0
4318,5;6;753;0;0
4319,5;5;775;0;0
4320,5;3;776;0;0
4321,5;9;793;0;0
4322,5;4;798;0;0
4323,5;7;779;0;0
4324,5;11;784;0;0
4325,5;6;757;0;0
4326,5;5;717;0;0
4327,5;6;740;0;0
4328,5;4;735;0;0
4329,5;2;726;0;0
4330,5;9;796;0;0
4331,5;8;778;0;0
4332,5;4;730;0;0
4333,5;9;743;0;0
4334,5;4;776;0;0
4335,5;4;749;0;0
4336,5;10;704;0;0
4337,5;8;767;0;0
